City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
120,tanki leendert,12.539,-70.0213,301.9,77,40,7.2,AW,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=51, tm_sec=2, tm_wday=1, tm_yday=35, tm_isdst=0)"
121,constantia,44.1767,28.6508,273.63,57,41,4.95,RO,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=45, tm_sec=15, tm_wday=1, tm_yday=35, tm_isdst=0)"
122,buka,-5.2314,154.6315,301.15,75,98,4.0,PG,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=51, tm_sec=5, tm_wday=1, tm_yday=35, tm_isdst=0)"
123,lihue,21.977,-159.3688,291.81,88,0,2.57,US,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=51, tm_sec=6, tm_wday=1, tm_yday=35, tm_isdst=0)"
124,senanga,-16.1041,23.3018,295.89,79,94,2.28,ZM,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=51, tm_sec=7, tm_wday=1, tm_yday=35, tm_isdst=0)"
125,blackmans bay,-43.0047,147.318,286.83,80,5,2.85,AU,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=51, tm_sec=8, tm_wday=1, tm_yday=35, tm_isdst=0)"
126,nar'yan-mar,67.638,53.0071,264.07,94,97,5.46,RU,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=51, tm_sec=10, tm_wday=1, tm_yday=35, tm_isdst=0)"
127,sambava,-14.255,50.1557,297.59,90,100,1.74,MG,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=51, tm_sec=11, tm_wday=1, tm_yday=35, tm_isdst=0)"
128,springfield,39.799,-89.644,276.47,63,67,3.58,US,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=51, tm_sec=12, tm_wday=1, tm_yday=35, tm_isdst=0)"
129,khandyga,62.6478,135.5751,229.8,99,59,0.7,RU,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=51, tm_sec=14, tm_wday=1, tm_yday=35, tm_isdst=0)"
130,yangquan,37.8586,113.573,266.13,25,0,6.91,CN,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=51, tm_sec=15, tm_wday=1, tm_yday=35, tm_isdst=0)"
131,georgetown,6.8137,-58.1624,301.29,67,42,4.21,GY,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=51, tm_sec=16, tm_wday=1, tm_yday=35, tm_isdst=0)"
132,xai-xai,-25.0445,33.6407,299.54,77,2,6.15,MZ,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=51, tm_sec=18, tm_wday=1, tm_yday=35, tm_isdst=0)"
133,tabou,4.4194,-7.3604,301.16,73,73,3.65,CI,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=51, tm_sec=19, tm_wday=1, tm_yday=35, tm_isdst=0)"
134,miramichi,47.0327,-65.495,268.51,70,56,5.0,CA,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=51, tm_sec=20, tm_wday=1, tm_yday=35, tm_isdst=0)"
135,boa vista,2.8208,-60.672,304.14,51,40,7.2,BR,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=51, tm_sec=22, tm_wday=1, tm_yday=35, tm_isdst=0)"
136,heihe,50.2323,127.4951,244.49,99,26,1.96,CN,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=51, tm_sec=23, tm_wday=1, tm_yday=35, tm_isdst=0)"
137,anloga,5.7936,0.8985,301.99,75,49,6.33,GH,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=51, tm_sec=24, tm_wday=1, tm_yday=35, tm_isdst=0)"
138,kristiansund,63.2168,7.5453,280.51,76,0,0.51,NO,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=51, tm_sec=26, tm_wday=1, tm_yday=35, tm_isdst=0)"
139,broken hill,-31.965,141.4511,298.18,40,45,4.02,AU,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=51, tm_sec=27, tm_wday=1, tm_yday=35, tm_isdst=0)"
140,milford haven,51.7117,-5.0293,281.47,77,65,10.32,GB,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=51, tm_sec=28, tm_wday=1, tm_yday=35, tm_isdst=0)"
141,ancud,-41.8682,-73.8287,292.68,52,43,2.07,CL,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=51, tm_sec=30, tm_wday=1, tm_yday=35, tm_isdst=0)"
142,suoyarvi,62.082,32.3459,250.69,100,34,0.45,RU,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=51, tm_sec=31, tm_wday=1, tm_yday=35, tm_isdst=0)"
143,kunashak,55.699,61.5509,261.48,86,99,2.28,RU,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=51, tm_sec=32, tm_wday=1, tm_yday=35, tm_isdst=0)"
144,san antonio de pale,-1.4046,5.6326,300.33,81,63,4.07,GQ,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=51, tm_sec=34, tm_wday=1, tm_yday=35, tm_isdst=0)"
145,namibe,-15.1951,12.1458,297.18,82,98,3.43,AO,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=51, tm_sec=35, tm_wday=1, tm_yday=35, tm_isdst=0)"
146,greenville,34.8514,-82.3985,298.31,43,0,4.12,US,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=50, tm_sec=43, tm_wday=1, tm_yday=35, tm_isdst=0)"
147,jinchang,38.5207,102.186,264.33,59,85,0.64,CN,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=51, tm_sec=38, tm_wday=1, tm_yday=35, tm_isdst=0)"
148,iskateley,67.6762,53.1292,264.86,93,98,5.32,RU,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=51, tm_sec=39, tm_wday=1, tm_yday=35, tm_isdst=0)"
149,kangding,30.0014,101.9548,270.67,66,29,1.53,CN,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=51, tm_sec=40, tm_wday=1, tm_yday=35, tm_isdst=0)"
150,puerto baquerizo moreno,-0.9026,-89.6102,301.96,65,40,7.2,EC,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=51, tm_sec=42, tm_wday=1, tm_yday=35, tm_isdst=0)"
151,lajere,11.9783,11.4409,298.72,11,2,4.27,NG,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=51, tm_sec=43, tm_wday=1, tm_yday=35, tm_isdst=0)"
152,tapes,-30.6748,-51.3986,304.64,54,6,4.74,BR,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=51, tm_sec=44, tm_wday=1, tm_yday=35, tm_isdst=0)"
153,hayma',15.4662,44.2266,286.46,16,16,2.02,YE,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=51, tm_sec=46, tm_wday=1, tm_yday=35, tm_isdst=0)"
154,ebon,4.5833,168.7333,300.36,83,86,7.92,MH,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=51, tm_sec=47, tm_wday=1, tm_yday=35, tm_isdst=0)"
155,kapa'a,-33.9258,18.4232,296.08,68,1,4.02,ZA,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=44, tm_sec=32, tm_wday=1, tm_yday=35, tm_isdst=0)"
156,floriano,-6.7727,-43.0071,306.11,43,95,2.34,BR,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=51, tm_sec=51, tm_wday=1, tm_yday=35, tm_isdst=0)"
157,sarangani,5.4123,125.4219,300.43,73,100,3.67,PH,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=51, tm_sec=52, tm_wday=1, tm_yday=35, tm_isdst=0)"
158,yakeshi,49.3212,121.2781,235.44,100,100,0.91,CN,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=51, tm_sec=54, tm_wday=1, tm_yday=35, tm_isdst=0)"
159,ilulissat,69.2197,-51.0986,253.31,71,75,5.66,GL,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=51, tm_sec=55, tm_wday=1, tm_yday=35, tm_isdst=0)"
160,happy valley-goose bay,53.2964,-60.3112,260.44,78,100,5.14,CA,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=51, tm_sec=56, tm_wday=1, tm_yday=35, tm_isdst=0)"
161,chazuta,-6.5719,-76.1343,308.55,57,30,1.92,PE,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=51, tm_sec=58, tm_wday=1, tm_yday=35, tm_isdst=0)"
162,stanley,-51.7,-57.85,285.01,58,40,5.14,FK,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=47, tm_sec=54, tm_wday=1, tm_yday=35, tm_isdst=0)"
163,pawai,24.2736,80.1663,294.54,44,35,1.88,IN,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=52, tm_sec=0, tm_wday=1, tm_yday=35, tm_isdst=0)"
164,wailua homesteads,22.0581,-159.3691,291.55,88,0,2.57,US,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=52, tm_sec=2, tm_wday=1, tm_yday=35, tm_isdst=0)"
165,okhotsk,59.3644,143.2411,245.18,89,78,3.75,RU,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=52, tm_sec=3, tm_wday=1, tm_yday=35, tm_isdst=0)"
166,guijuelo,40.5579,-5.6704,277.5,71,84,1.69,ES,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=52, tm_sec=5, tm_wday=1, tm_yday=35, tm_isdst=0)"
167,callao,-12.0523,-77.1391,298.27,69,0,5.66,PE,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=48, tm_sec=26, tm_wday=1, tm_yday=35, tm_isdst=0)"
168,susuman,62.7797,148.1536,227.58,98,51,0.44,RU,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=52, tm_sec=7, tm_wday=1, tm_yday=35, tm_isdst=0)"
169,kumagunnam,13.1551,10.6342,298.31,8,1,4.07,NG,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=52, tm_sec=8, tm_wday=1, tm_yday=35, tm_isdst=0)"
170,hammerfest,70.6413,23.8361,260.59,67,40,11.83,NO,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=52, tm_sec=10, tm_wday=1, tm_yday=35, tm_isdst=0)"
171,peniche,39.3566,-9.3813,287.31,59,76,1.96,PT,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=52, tm_sec=11, tm_wday=1, tm_yday=35, tm_isdst=0)"
172,el porvenir,15.4575,-92.2803,289.33,35,11,1.52,MX,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=52, tm_sec=13, tm_wday=1, tm_yday=35, tm_isdst=0)"
173,ouallam,14.3158,2.0848,303.55,12,2,4.28,NE,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=52, tm_sec=15, tm_wday=1, tm_yday=35, tm_isdst=0)"
174,palmer,61.5994,-149.1146,259.1,85,0,0.0,US,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=41, tm_sec=50, tm_wday=1, tm_yday=35, tm_isdst=0)"
175,shitanjing,39.2454,106.3375,259.24,51,28,2.72,CN,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=52, tm_sec=17, tm_wday=1, tm_yday=35, tm_isdst=0)"
176,bride,54.3821,-4.3889,279.19,79,77,8.75,IM,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=52, tm_sec=19, tm_wday=1, tm_yday=35, tm_isdst=0)"
177,east london,-33.0192,27.8999,299.32,85,22,3.21,ZA,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=52, tm_sec=20, tm_wday=1, tm_yday=35, tm_isdst=0)"
178,ceres,45.3134,7.3897,277.04,72,16,2.82,IT,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=52, tm_sec=21, tm_wday=1, tm_yday=35, tm_isdst=0)"
179,jiazi,19.101,109.8735,286.99,86,99,0.72,CN,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=52, tm_sec=23, tm_wday=1, tm_yday=35, tm_isdst=0)"
180,klyuchi,56.3182,160.8422,252.28,89,55,0.78,RU,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=52, tm_sec=25, tm_wday=1, tm_yday=35, tm_isdst=0)"
181,trincomalee,8.5764,81.2345,300.06,72,98,5.52,LK,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=52, tm_sec=26, tm_wday=1, tm_yday=35, tm_isdst=0)"
182,sept-iles,50.211,-66.3791,264.8,62,75,8.23,CA,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=52, tm_sec=27, tm_wday=1, tm_yday=35, tm_isdst=0)"
183,hithadhoo,1.7959,73.3876,301.01,67,87,5.54,MV,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=52, tm_sec=29, tm_wday=1, tm_yday=35, tm_isdst=0)"
184,dawson creek,55.7605,-120.2364,237.03,68,0,0.0,CA,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=52, tm_sec=30, tm_wday=1, tm_yday=35, tm_isdst=0)"
185,mao,31.6835,103.8502,269.33,90,100,1.21,CN,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=52, tm_sec=31, tm_wday=1, tm_yday=35, tm_isdst=0)"
186,barah,13.6968,30.3704,298.49,23,0,4.76,SD,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=52, tm_sec=33, tm_wday=1, tm_yday=35, tm_isdst=0)"
187,sur,33.2721,35.1964,287.92,71,0,1.27,LB,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=52, tm_sec=34, tm_wday=1, tm_yday=35, tm_isdst=0)"
188,port elizabeth,-33.9617,25.6208,296.01,94,20,1.79,ZA,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=52, tm_sec=35, tm_wday=1, tm_yday=35, tm_isdst=0)"
189,flying fish cove,-10.4213,105.6744,300.39,94,100,6.69,CX,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=52, tm_sec=37, tm_wday=1, tm_yday=35, tm_isdst=0)"
190,kaoma,-14.8009,24.7986,293.12,93,94,1.33,ZM,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=52, tm_sec=38, tm_wday=1, tm_yday=35, tm_isdst=0)"
191,bleicherode,51.4401,10.5727,272.1,55,10,1.06,DE,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=52, tm_sec=39, tm_wday=1, tm_yday=35, tm_isdst=0)"
192,atafu village,51.4401,10.5727,272.1,55,10,1.06,DE,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=52, tm_sec=39, tm_wday=1, tm_yday=35, tm_isdst=0)"
193,ciudad sabinas hidalgo,51.4401,10.5727,272.1,55,10,1.06,DE,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=52, tm_sec=39, tm_wday=1, tm_yday=35, tm_isdst=0)"
194,ostersund,63.1794,14.6357,270.16,95,100,5.36,SE,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=52, tm_sec=43, tm_wday=1, tm_yday=35, tm_isdst=0)"
195,miri,4.3927,113.988,297.21,100,40,1.03,MY,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=52, tm_sec=44, tm_wday=1, tm_yday=35, tm_isdst=0)"
196,tangalle,6.022,80.796,296.93,81,25,3.7,LK,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=52, tm_sec=46, tm_wday=1, tm_yday=35, tm_isdst=0)"
197,al muwayh,22.4366,41.7619,292.23,17,19,6.36,SA,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=52, tm_sec=48, tm_wday=1, tm_yday=35, tm_isdst=0)"
198,comodoro rivadavia,-45.8632,-67.4753,290.4,36,0,6.69,AR,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=52, tm_sec=49, tm_wday=1, tm_yday=35, tm_isdst=0)"
199,sao gabriel da cachoeira,-0.125,-67.0814,303.91,70,40,1.54,BR,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=52, tm_sec=51, tm_wday=1, tm_yday=35, tm_isdst=0)"
200,gadzhiyevo,69.2504,33.3153,251.62,100,93,5.63,RU,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=52, tm_sec=52, tm_wday=1, tm_yday=35, tm_isdst=0)"
201,pearsall,28.8922,-99.095,299.71,54,8,5.71,US,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=52, tm_sec=53, tm_wday=1, tm_yday=35, tm_isdst=0)"
202,lebu,-37.61,-73.6559,292.23,56,57,3.97,CL,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=52, tm_sec=55, tm_wday=1, tm_yday=35, tm_isdst=0)"
203,hasaki,35.753,140.8201,278.2,51,71,5.14,JP,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=52, tm_sec=57, tm_wday=1, tm_yday=35, tm_isdst=0)"
204,devinuwara,35.753,140.8201,278.2,51,71,5.14,JP,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=52, tm_sec=57, tm_wday=1, tm_yday=35, tm_isdst=0)"
205,tome,38.6918,141.1878,271.19,66,0,6.66,JP,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=53, tm_sec=0, tm_wday=1, tm_yday=35, tm_isdst=0)"
206,ambon,47.5542,-2.5567,283.93,94,82,4.82,FR,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=53, tm_sec=1, tm_wday=1, tm_yday=35, tm_isdst=0)"
207,chinon,47.1667,0.2402,279.9,82,0,2.22,FR,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=53, tm_sec=2, tm_wday=1, tm_yday=35, tm_isdst=0)"
208,labytnangi,66.6615,66.3811,246.21,100,65,1.42,RU,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=53, tm_sec=3, tm_wday=1, tm_yday=35, tm_isdst=0)"
209,papatowai,-46.5619,169.4708,282.76,84,40,1.56,NZ,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=53, tm_sec=5, tm_wday=1, tm_yday=35, tm_isdst=0)"
210,thompson,55.7433,-97.8635,248.25,70,0,6.69,CA,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=53, tm_sec=6, tm_wday=1, tm_yday=35, tm_isdst=0)"
211,swakopmund,-22.6768,14.5314,291.81,89,75,2.64,NA,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=53, tm_sec=7, tm_wday=1, tm_yday=35, tm_isdst=0)"
212,tobelo,1.7263,127.9999,298.89,84,100,1.95,ID,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=53, tm_sec=9, tm_wday=1, tm_yday=35, tm_isdst=0)"
213,maumere,-8.6256,122.2193,299.74,85,100,3.23,ID,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=53, tm_sec=10, tm_wday=1, tm_yday=35, tm_isdst=0)"
214,kiunga,-6.116,141.2982,296.07,90,100,0.79,PG,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=53, tm_sec=11, tm_wday=1, tm_yday=35, tm_isdst=0)"
215,gustavia,17.8957,-62.8508,301.55,77,11,4.92,BL,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=53, tm_sec=13, tm_wday=1, tm_yday=35, tm_isdst=0)"
216,la'ie,21.6438,-157.9244,293.18,88,17,0.89,US,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=53, tm_sec=14, tm_wday=1, tm_yday=35, tm_isdst=0)"
217,uturoa,-16.7437,-151.4594,299.01,71,18,3.83,PF,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=53, tm_sec=15, tm_wday=1, tm_yday=35, tm_isdst=0)"
218,pajara,28.3498,-14.1081,290.88,60,0,7.41,ES,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=53, tm_sec=17, tm_wday=1, tm_yday=35, tm_isdst=0)"
219,san luis de la loma,17.2706,-100.8939,302.49,52,1,3.2,MX,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=53, tm_sec=18, tm_wday=1, tm_yday=35, tm_isdst=0)"
220,ambodifotatra,-19.1786,48.8769,298.17,81,100,2.9,MG,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=53, tm_sec=19, tm_wday=1, tm_yday=35, tm_isdst=0)"
221,miracema do tocantins,-9.5618,-48.3967,303.92,59,31,2.56,BR,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=53, tm_sec=21, tm_wday=1, tm_yday=35, tm_isdst=0)"
222,oroqen zizhiqi,50.2641,123.8496,241.07,98,79,1.2,CN,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=53, tm_sec=22, tm_wday=1, tm_yday=35, tm_isdst=0)"
223,sretensk,52.2432,117.6955,247.91,98,99,1.07,RU,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=53, tm_sec=24, tm_wday=1, tm_yday=35, tm_isdst=0)"
224,rikaze,52.2432,117.6955,247.91,98,99,1.07,RU,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=53, tm_sec=24, tm_wday=1, tm_yday=35, tm_isdst=0)"
225,borogontsy,62.6708,131.1661,234.27,98,77,2.25,RU,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=53, tm_sec=26, tm_wday=1, tm_yday=35, tm_isdst=0)"
226,selfoss,63.9368,-21.0035,272.68,88,99,10.8,IS,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=53, tm_sec=28, tm_wday=1, tm_yday=35, tm_isdst=0)"
227,richards bay,-28.7708,32.0578,299.83,82,16,5.63,ZA,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=53, tm_sec=29, tm_wday=1, tm_yday=35, tm_isdst=0)"
228,longyearbyen,78.2232,15.6464,270.3,80,40,9.77,SJ,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=53, tm_sec=30, tm_wday=1, tm_yday=35, tm_isdst=0)"
229,laojunmiao,33.3841,114.8906,275.3,52,1,2.99,CN,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=53, tm_sec=32, tm_wday=1, tm_yday=35, tm_isdst=0)"
230,codrington,51.5082,-2.3937,280.68,93,96,1.79,GB,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=53, tm_sec=33, tm_wday=1, tm_yday=35, tm_isdst=0)"
231,raymondville,26.4815,-97.7831,301.07,57,23,6.6,US,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=53, tm_sec=34, tm_wday=1, tm_yday=35, tm_isdst=0)"
232,caleta de carquin,-11.0918,-77.6283,296.93,76,97,4.61,PE,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=53, tm_sec=36, tm_wday=1, tm_yday=35, tm_isdst=0)"
233,zhangatas,-11.0918,-77.6283,296.93,76,97,4.61,PE,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=53, tm_sec=36, tm_wday=1, tm_yday=35, tm_isdst=0)"
234,novyy urengoy,-11.0918,-77.6283,296.93,76,97,4.61,PE,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=53, tm_sec=36, tm_wday=1, tm_yday=35, tm_isdst=0)"
235,petauke,-14.2502,31.3298,292.71,99,100,1.19,ZM,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=53, tm_sec=40, tm_wday=1, tm_yday=35, tm_isdst=0)"
236,vorgashor,67.5812,63.7837,249.61,99,45,1.87,RU,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=53, tm_sec=41, tm_wday=1, tm_yday=35, tm_isdst=0)"
237,smithers,54.7792,-127.1761,245.33,76,0,1.54,CA,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=53, tm_sec=42, tm_wday=1, tm_yday=35, tm_isdst=0)"
238,cidreira,-30.1657,-50.2183,301.17,75,1,5.17,BR,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=53, tm_sec=44, tm_wday=1, tm_yday=35, tm_isdst=0)"
239,udachny,66.4118,112.2517,229.54,100,80,2.03,RU,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=53, tm_sec=45, tm_wday=1, tm_yday=35, tm_isdst=0)"
240,'ohonua,-21.3413,-174.9561,297.19,75,100,5.51,TO,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=4, tm_hour=17, tm_min=53, tm_sec=48, tm_wday=1, tm_yday=35, tm_isdst=0)"
